URI,Name,Prerequisites,Short Description,long_description,Books,Category
../advancedClassGuide/feats.html#greater-dirge-of-doom,Greater Dirge of Doom,"Improved Dirge of Doom, ability to perform dirge of doom",Your dirge effects linger and can cause fear up to panicked,"The haunting sound of sepulchral intonations chills the most stalwart adversary to its very core.

Prerequisites: Improved Dirge of Doom, ability to perform dirge of doom.

Benefit: The effect of your dirge of doom lingers with a target for 2 rounds after the creature leaves the dirge's area of effect. If you use your dirge on a creature that is shaken, it becomes frightened. If you use it on a creature that is frightened, it becomes panicked. Once affected by this feat, a creature cannot be affected by it again for 24 hours.

Normal: Fear effects on a creature end immediately once it leaves the area of dirge of doom. A fear effect cannot be made more extreme by dirge of doom and can be changed only to the frightened condition by the Improved Dirge of Doom feat.",Advanced Class Guide,Untyped
../coreRulebook/feats.html#improved-familiar,Improved Familiar,"Ability to acquire a familiar, see feat",Gain a more powerful familiar,"This feat allows you to acquire a powerful familiar, but only when you could normally acquire a new familiar.

Prerequisites: Ability to acquire a new familiar, compatible alignment, sufficiently high level (see below).

Benefit: When choosing a familiar, the creatures listed below are also available to you. You may choose a familiar with an alignment up to one step away on each alignment axis (lawful through chaotic, good through evil).
FamiliarAlignmentArcane Spellcaster Level
Celestial hawk1Neutral good3rd
Dire ratNeutral3rd
Fiendish viper2Neutral evil3rd
Elemental, Small (any type)Neutral5th
StirgeNeutral5th
Homunculus3Any7th
ImpLawful evil7th
Mephit (any type)Neutral7th
PseudodragonNeutral good7th
QuasitChaotic evil7th
1 Or other celestial animal from the standard familiar list.
2 Or other fiendish animal from the standard familiar list.
3 The master must first create the homunculus.

Improved familiars otherwise use the rules for regular familiars, with two exceptions: if the creature's type is something other than animal, its type does not change; and improved familiars do not gain the ability to speak with other creatures of their kind (although many of them already have the ability to communicate).",Core Rulebook,Untyped
../mythicAdventures/mythicFeats.html#improved-familiar-mythic,Improved Familiar - Mythic,Improved Familiar,Familiar's abilities improve based on mythic tier,"Your familiar gains some of your incredible resiliency and insight.

Prerequisite: Improved Familiar.

Benefit: For every 3 tiers you possess, your familiar gains a +2 bonus to an ability score of your choice. These bonuses stack. Your familiar adds your tier to its natural armor bonus and to its spell resistance (if it has spell resistance).",Mythic Adventures,Mythic
../coreRulebook/feats.html#improved-initiative,Improved Initiative,—,+4 bonus on initiative checks,"Your quick reflexes allow you to react rapidly to danger.

Benefit: You get a +4 bonus on initiative checks.",Core Rulebook,Combat
../mythicAdventures/mythicFeats.html#improved-initiative-mythic,Improved Initiative - Mythic,Improved Initiative,Increase bonus by mythic tier,"You leap into the fray with speed and confidence.

Prerequisite: Improved Initiative.

Benefit: The bonus on initiative checks granted by Improved Initiative increases by an amount equal to your tier. This bonus stacks with the bonus from Improved Initiative. In addition, instead of rolling initiative, you can expend one use of mythic power to treat your roll as a natural 20.",Mythic Adventures,Mythic
../advancedRaceGuide/coreRaces/halflings.html#improved-low-blow,Improved Low Blow,"Base attack bonus +4, halfling, low-blow racial trait",Gain a +2 bonus to confirm critical hits against opponents larger than yourself,"You are adept at hitting larger opponents where it hurts.

Prerequisites: Base attack bonus +4, halfling, low-blow racial trait.

Benefit: Your bonus to confirm critical hits against opponents larger than yourself improves to +2. Furthermore, once per day, after you fail to hit with a critical hit confirmation roll, you can reroll the confirmation roll, but must take the new result even if it is worse.",Advanced Race Guide,Combat
../ultimateMagic/ultimateMagicFeats.html#improved-monster-lore,Improved Monster Lore,Monster lore class feature,Gain a sacred bonus on monster lore checks,"You are obsessed with the abilities and weaknesses of monsters.

Prerequisite: Monster lore class feature.

Benefit: You gain a sacred bonus on all skill checks to identify the abilities and weaknesses of creatures equal to 1/2 your level in classes that grant you the monster lore class feature.",Ultimate Magic,Untyped
../bestiary/monsterFeats.html#improved-natural-armor,Improved Natural Armor,"Natural armor, Con 13",Increase natural armor by 1,"This creature's hide is tougher than most.

Prerequisites: Natural armor, Con 13.

Benefit: The creature's natural armor bonus increases by +1.

Special: A creature can gain this feat multiple times. Each time the creature takes the feat, its natural armor bonus increases by another point.",Bestiary,Untyped
../bestiary/monsterFeats.html#improved-natural-attack,Improved Natural Attack,"Natural weapon, base attack bonus +4",Damage for natural attack increases by one step,"Attacks made by one of this creature's natural attacks leave vicious wounds.

Prerequisite: Natural weapon, base attack bonus +4.

Benefit: Choose one of the creature's natural attack forms (not an unarmed strike). The damage for this natural attack increases by one step on the following list, as if the creature's size had increased by one category. Damage dice increase as follows: 1d2, 1d3, 1d4, 1d6, 1d8, 2d6, 3d6, 4d6, 6d6, 8d6, 12d6.

A weapon or attack that deals 1d10 points of damage increases as follows: 1d10, 2d8, 3d8, 4d8, 6d8, 8d8, 12d8.

Special: This feat can be taken multiple times. Each time it is taken, it applies to a different natural attack.",Bestiary,Untyped
../advancedPlayersGuide/advancedFeats.html#improved-share-spells,Improved Share Spells,"Spellcraft 10 ranks, see feat",Spells affect both you and your bonded creature,"You can share spells with those you have a magical connection with.

Prerequisites: Spellcraft 10 ranks, ability to acquire an animal companion, eidolon, familiar, or special mount.

Benefit: Any non-instantaneous spell (but not any spell-like ability) you cast on yourself can also affect a creature bonded to you (such as an animal companion, eidolon, familiar, or special mount). The creature must be within 5 feet of you at the time of casting to receive the benefit. The spell's duration is halved between you and your bonded creature (for example, a spell with a duration of 1 hour has a duration of 30 minutes for both you and your bonded creature).

If the spell or effect has a duration other than instantaneous, it stops affecting the creature if it moves farther than 5 feet away from you. It does not affect the creature again if it returns before the duration expires.

You may share spells in this fashion even if the spells normally do not affect creatures of that type.

This feat only applies to animal companions, eidolons, familiars, or special mounts gained through a class feature.",Advanced Player's Guide,Untyped
../advancedClassGuide/feats.html#improved-spell-sharing,Improved Spell Sharing,"Ability to acquire an animal companion, an eidolon, a familiar, or a special mount",Divide spell duration with the companion creature,"Your link with your companion creature allows you to share your magic with it.

Prerequisite: Ability to acquire an animal companion, an eidolon, a familiar, or a special mount.

Benefit: When you are adjacent to or sharing a square with your companion creature and that companion creature has this feat, you can cast a spell on yourself and divide the duration evenly between yourself and the companion creature. You can use this feat only on spells with a duration of at least 2 rounds. For example, you could cast bull's strength on yourself, and instead of the spell lasting 1 minute per level on yourself, it lasts 5 rounds per level on yourself and 5 rounds per level on your companion.

Once the spell is cast, you and the companion creature can move farther apart without ending the effect.",Advanced Class Guide,Teamwork
../advancedPlayersGuide/advancedFeats.html#improved-stonecunnin,Improved Stonecunning,"Wis 13, dwarf, stonecunning racial trait",+4 bonus on Perception checks to notice unusual stonework,"Your sense for stonework is uncanny.

Prerequisites: Wis 13, dwarf, stonecunning racial trait.

Benefit: You receive a +4 bonus on Perception checks to notice unusual stonework. This bonus replaces the stonecunning ability's normal bonus on Perception checks.",Advanced Player's Guide,Untyped
../mythicAdventures/mythicFeats.html#improved-stonecunning-mythic,Improved Stonecunning - Mythic,Improved Stonecunning,Gain stone tell as a spell-like ability,"If you listen close, you can hear the secrets of stone.

Prerequisite: Improved Stonecunning.

Benefit: You gain stone tell as a spell-like ability usable once per day with a caster level equal to twice your tier.",Mythic Adventures,Mythic
../advancedPlayersGuide/advancedFeats.html#stone-sense,Stone Sense,"Perception 10 ranks, Improved Stonecunning",Gain tremorsense 10 ft.,"You can feel movement in the very earth and stones around you.

Prerequisites: Improved Stonecunning, Perception 10 ranks.

Benefit: You gain tremorsense to a range of 10 feet.",Advanced Player's Guide,Untyped
../coreRulebook/feats.html#improved-unarmed-strike,Improved Unarmed Strike,—,Always considered armed,"You are skilled at fighting while unarmed.

Benefit: You are considered to be armed even when unarmed—you do not provoke attacks of opportunity when you attack foes while unarmed. Your unarmed strikes can deal lethal or nonlethal damage, at your choice.

Normal: Without this feat, you are considered unarmed when attacking with an unarmed strike, and you can deal only nonlethal damage with such an attack.",Core Rulebook,Combat
../ultimateCombat/ultimateCombatFeats.html#adder-strike,Adder Strike,"Poison use class feature, Improved Unarmed Strike, Craft (alchemy) 1 rank",May apply contact poison to unarmed strikes,"You can quickly apply poison to gloved hands, protected feet, or other protected body parts, delivering the poison with your unarmed strikes.

Prerequisites: Poison use class feature, Craft (alchemy) 1 rank, Improved Unarmed Strike.

Benefit: As a swift action, you can apply one dose of contact or injury poison to two body parts that you use for unarmed strikes. You must still protect yourself against exposure to contact poisons you apply in this way.

Normal: Applying poison to a weapon or single piece of ammunition is a standard action.",Ultimate Combat,Combat
../ultimateCombat/ultimateCombatFeats.html#pinpoint-poisoner,Pinpoint Poisoner,"Adder Strike, Two-Weapon Fighting or flurry of blows class feature, Craft (alchemy) 6 ranks","When using Adder Strike, you may poison two blowgun darts that can be used in melee","You deftly use specially prepared needles to apply poison for maximum effect.

Prerequisites: Poison use class feature, Craft (alchemy) 6 ranks, Adder Strike, Improved Unarmed Strike, Two-Weapon Fighting or flurry of blows class feature.

Benefit: When you use Adder Strike, you can instead poison up to two blowgun darts that you can then use to strike your opponent in melee. (Drawing such darts is a free action.) While holding these darts, you can spend a standard action to attack with one or a full-attack action to attack with both. Such attacks are considered melee touch attacks that deal 1d2 damage plus any bonuses you gain on your normal unarmed strike damage, and they deliver the poison. You can instead throw such darts as if they were shuriken, making your ranged attack rolls against the target's AC.

Normal: Applying poison to a weapon or single piece of ammunition is a standard action.",Ultimate Combat,Combat
../advancedClassGuide/feats.html#befuddling-strike,Befuddling Strike,"Dex 13, Wis 13, Improved Unarmed Strike, base attack bonus +8",Confuse opponent with unarmed strike,"You know just where to strike to temporarily send your enemy into a confused stupor.

Prerequisites: Dex 13, Wis 13, Improved Unarmed Strike, base attack bonus +8.

Benefit: Befuddling Strike forces a foe damaged by your unarmed attack to attempt a Fortitude saving throw (DC = 10 + 1/2 your character level + your Wisdom modifier), in addition to dealing damage normally. You must declare that you are using this feat before you make your attack roll—thus, a failed attack roll ruins the attempt. An opponent who fails this saving throw is confused for 1d4 rounds. You can attempt to use Befuddling Strike once per day for every 4 character levels you have, but you can use it no more than once per round. Constructs, incorporeal creatures, mindless creatures, plants, undead, and creatures that are immune to critical hits cannot be affected by this ability.",Advanced Class Guide,Combat
http://paizo.com/pathfinder/prd/ultimateCombat/ultimateCombatFeats.html#boar-style,Boar Style,"Improved Unarmed Strike, Intimidate 3 ranks",Unarmed strikes deal bludgeoning or piercing damage,"Your sharp teeth and nails rip your foes open.

Prerequisites: Improved Unarmed Strike, Intimidate 3 ranks.

Benefit: You can deal bludgeoning damage or slashing damage with your unarmed strikes—changing damage type is a free action. While using this style, once per round when you hit a single foe with two or more unarmed strikes, you can tear flesh. When you do, you deal 2d6 extra points of damage with the attack.",Ultimate Combat,"Combat,Style"
http://paizo.com/pathfinder/prd/ultimateCombat/ultimateCombatFeats.html#board-ferocity,Boar Ferocity,"Boar Style, Intimidate 6 ranks","Add piercing damage to unarmed attacks, and demoralize opponents","Your flesh-ripping unarmed strikes terrify your victims.

Prerequisites: Improved Unarmed Strike, Boar Style, Intimidate 6 ranks.

Benefit: You add piercing damage to the damage types you can deal with your unarmed strikes. Further, you gain a +2 bonus on Intimidate checks to demoralize opponents. While using Boar Style, whenever you tear an opponent's flesh, you can spend a free action to make an Intimidate check to demoralize that opponent.",Ultimate Combat,"Combat,Style"
http://paizo.com/pathfinder/prd/ultimateCombat/ultimateCombatFeats.html#board-shred,Boar Shred,"Boar Ferocity, Intimidate 9 ranks",Unarmed attacks cause bleed damage,"The wounds you inflict with your unarmed strikes bleed, giving you renewed vigor.

Prerequisites: Improved Unarmed Strike, Boar Ferocity, Boar Style, Intimidate 9 ranks.

Benefit: You can make an Intimidate check to demoralize an opponent as a move action. While using Boar Style, whenever you tear an opponent's flesh, once per round at the start of that opponent's turn he takes 1d6 bleed damage. The bleed damage dealt while using Boar Style persist even if you later switch to a different style.",Ultimate Combat,"Combat,Style"
../ultimateCombat/ultimateCombatFeats.html#combat-style-master,Combat Style Master,"Improved Unarmed Strike, two more style feats, base attack bonus +6 or monk level 5th",May switch styles as a free action,"You shift between combat styles, combining them to increased effect.

Prerequisites: Improved Unarmed Strike, two or more style feats, base attack bonus +6 or monk level 5th.

Benefit: You can switch your style as a free action. At the start of combat, pick one of your styles. You start the combat in that style, even in the surprise round.

Normal: It takes a swift action to begin or switch your styles.",Ultimate Combat,Combat
../advancedClassGuide/feats.html#counterpunch,Counterpunch,"Dex 18, Combat Reflexes, Improved Unarmed Strike, Weapon Focus (unarmed strike), base attack bonus +16 or brawler level 12th","When you fight unarmed and a foe misses with all melee attacks, it provokes attacks of opportunity from you","With deft reflexes, you capitalize on opponents' mistakes.

Prerequisites: Dex 18, Combat Reflexes, Improved Unarmed Strike, Weapon Focus (unarmed strike); base attack bonus +16 or brawler level 12th.

Benefit: Once per round, when you are fighting unarmed with both hands free and an opponent misses you with a melee attack, the opponent provokes an attack of opportunity from you. You must use an unarmed strike for this attack of opportunity.",Advanced Class Guide,Combat
http://paizo.com/pathfinder/prd/ultimateCombat/ultimateCombatFeats.html#crane-style,Crane Style,"Dodge, Improved Unarmed Strike, base attack bonus +2 or monk level 1",Take –2 penalty when fighting defensively,"Your unarmed fighting techniques blend poise with graceful defense.

Prerequisites: Dodge, Improved Unarmed Strike, base attack bonus +2 or monk level 1st.

Benefit: You take only a –2 penalty on attack rolls for fighting defensively. While using this style and fighting defensively or using the total defense action, you gain an additional +1 dodge bonus to your Armor Class.",Ultimate Combat,"Combat,Style"
http://paizo.com/pathfinder/prd/ultimateCombat/ultimateCombatFeats.html#crane-wing,Crane Wing,"Crane Style, base attack bonus +5 or monk level 5",May deflect one attack per round while fighting defensively or using total defense,"You move with the speed and finesse of an avian hunter, your sweeping blocks and graceful motions allowing you to def lect melee attacks with ease.

Prerequisites: Crane Style, Dodge, Improved Unarmed Strike, base attack bonus +5 or monk level 5th.

Benefit: When fighting defensively with at least one hand free, you gain a +4 dodge bonus to AC against melee attacks. If you using the total defense action instead, you can deflect one melee attack that would normally hit you. An attack so deflected deals no damage and has no other effect (instead treat it as a miss). You do not expend an action when using this feat, but you must be aware of the attack and not flat-footed.",Ultimate Combat,"Combat,Style"
http://paizo.com/pathfinder/prd/ultimateCombat/ultimateCombatFeats.html#crane-reposte,Crane Riposte,"Crane Wing, base attack bonus +8 or monk level 7","When you deflect an attack, you may make an attack of opportunity","You use your defensive abilities to make overpowering counterattacks.

Prerequisites: Crane Style, Crane Wing, Dodge, Improved Unarmed Strike, base attack bonus +8 or monk level 7th.

Benefit: You take only a Ð1 penalty on attack rolls for fighting defensively. Whenever you deflect an opponent's attack using Crane Wing or lose the dodge bonus from Crane Wing because an attack missed you by 4 or less, you can make an attack of opportunity against the attacker after the attack misses.",Ultimate Combat,"Combat,Style"
../ultimateCombat/ultimateCombatFeats.html#crusader's-fist,Crusader's Fist,"Lay on hands or touch of corruption class feature, Improved Unarmed Strike, base attack bonus +6",May use lay on hands or touch of corruption upon successful Unarmed Strike,"You pour divine energy into the enemy you strike.

Prerequisites: Lay on hands class feature or touch of corruption class feature, Improved Unarmed Strike, base attack bonus +6.

Benefit: When you attack with an unarmed strike and hit a creature that you can harm with your lay on hands or touch of corruption feature, you can use a swift action to expend a daily use of that feature to deal its normal damage as if you had hit with the feature's normal touch attack. This extra damage is not multiplied if you scored a critical hit.",Ultimate Combat,Combat
../advancedClassGuide/feats.html#dazing-fist,Dazing Fist,"Dex 13, Wis 13, Improved Unarmed Strike, base attack bonus +4",Daze with unarmed strikes,"You know just where to strike to daze your foe.

Prerequisites: Dex 13, Wis 13, Improved Unarmed Strike, base attack bonus +4.

Benefit: You must declare that you are using this feat before you make your attack roll (thus, a failed attack roll ruins the attempt). Dazing Fist forces a foe damaged by your unarmed attack to attempt a Fortitude saving throw (DC = 10 + 1/2 your character level + your Wisdom modifier), in addition to dealing damage normally. A foe who fails this saving throw is dazed for 1 round, until just before your next turn. You can attempt to use Dazing Fist once per day for every 4 character levels you have, but no more than once per round. Constructs, incorporeal creatures, plants, undead, and creatures that are immune to critical hits cannot be affected by this ability.",Advanced Class Guide,Combat
../coreRulebook/feats.html#deflect-arrows,Deflect Arrows,"Dex 13, Improved Unarmed Strike",Avoid one ranged attack per round,"You can knock arrows and other projectiles off course, preventing them from hitting you.

Prerequisites: Dex 13, Improved Unarmed Strike.

Benefit: You must have at least one hand free (holding nothing) to use this feat. Once per round when you would normally be hit with an attack from a ranged weapon, you may deflect it so that you take no damage from it. You must be aware of the attack and not flat-footed. Attempting to deflect a ranged attack doesn't count as an action. Unusually massive ranged weapons (such as boulders or ballista bolts) and ranged attacks generated by natural attacks or spell effects can't be deflected.",Core Rulebook,Combat
../mythicAdventures/mythicFeats.html#deflect-arrows-mythic,Deflect Arrows - Mythic,Deflect Arrows,"Deflect additional attacks, and expend mythic power to deflect rays","You deflect projectiles and ray spells with uncanny skill.

Prerequisite: Deflect Arrows.

Benefit: When using Deflect Arrows, you can deflect an additional number of ranged attacks per round equal to half your tier. You can expend one use of mythic power as an immediate action to deflect a single ray from a ray spell or effect targeting you.",Mythic Adventures,Mythic
../coreRulebook/feats.html#snatch-arrows,Snatch Arrows,"Dex 15, Deflect Arrows",Catch one ranged attack per round,"Instead of knocking an arrow or ranged attack aside, you can catch it in mid-flight.

Prerequisites: Dex 15, Deflect Arrows, Improved Unarmed Strike.

Benefit: When using the Deflect Arrows feat you may choose to catch the weapon instead of just deflecting it. Thrown weapons can immediately be thrown back as an attack against the original attacker (even though it isn't your turn) or kept for later use.

You must have at least one hand free (holding nothing) to use this feat.",Core Rulebook,Combat
../mythicAdventures/mythicFeats.html#snatch-arrows-mythic,Snatch Arrows - Mythic,Snatch Arrows,Use snatched thrown weapons as immediate attack melee weapons,"You can use the weapons you pluck from the air to immediately make melee attacks.

Prerequisite: Snatch Arrows.

Benefit: When you use Snatch Arrows to catch a thrown weapon that can also be used as a melee weapon, you can make a melee attack with it as an immediate action against a foe within the weapon's melee reach. You can expend one use of mythic power to make this attack without spending an immediate action.",Mythic Adventures,Mythic
../ultimateCombat/ultimateCombatFeats.html#dispelling-fist,Dispelling Fist,"Improved Unarmed Strike, ability to cast dispel magic, base attack bonus +11, caster level 7th",May cast dispel magic as a swift action after an attack,"By focusing on your knowledge of magic and spells that negate its powers, you use your bare hands to rip magical defenses from your enemy.

Prerequisites: Improved Unarmed Strike, base attack bonus +11, ability to cast dispel magic, caster level 7th.

Benefit: If you have dispel magic prepared or can cast it spontaneously, you can cast it as a swift action after hitting an opponent with an unarmed strike. Treat this as a targeted dispel against the opponent you hit.",Ultimate Combat,Untyped
../ultimateCombat/ultimateCombatFeats.html#domain-strike,Domain Strike,"Domain class feature, Improved Unarmed Strike",Use a domain power through unarmed strike,"You unleash a domain power upon your enemy as part of your unarmed strike.

Prerequisites: Domain class feature, Improved Unarmed Strike.

Benefit: When you gain this feat, choose one domain-granted power that you can use to affect no more than one opponent. If you make a successful unarmed strike against an opponent, in addition to dealing your unarmed strike damage, you can use a swift action to deliver the effects of the chosen granted power to that opponent. Doing so provokes no attacks of opportunity.

Special: You can take this feat multiple times. Each time you take it, you apply it to a different qualifying domain power.",Ultimate Combat,Combat
http://paizo.com/pathfinder/prd/ultimateCombat/ultimateCombatFeats.html#dragon-style,Dragon Style,"Str 15, Improved Unarmed Strike, Acrobatics 3 ranks","Gain +2 bonus against sleep, paralysis, and stun effects, and can ignore difficult terrain","You call upon the spirit of dragonkind, gaining greater resilience, mobility, and fierceness from the blessing of these great beings.

Prerequisites: Str 15, Improved Unarmed Strike, Acrobatics 3 ranks.

Benefit: While using this style, you gain a +2 bonus on saving throws against sleep effects, paralysis effects, and stunning effects. You ignore difficult terrain when you charge, run, or withdraw. You can also charge through squares that contain allies. Further, you can add 1-1/2 times your Strength bonus on the damage roll for your first unarmed strike on a given round.

Normal: You cannot charge or run through difficult terrain, and you cannot charge through a square that contains an ally. With an unarmed strike, you usually add your Strength bonus on damage rolls.",Ultimate Combat,"Combat,Style"
http://paizo.com/pathfinder/prd/ultimateCombat/ultimateCombatFeats.html#dragon-ferocity,Dragon Ferocity,"Dragon Style, Stunning Fist, Acrobatics 5 ranks","Gain bonus on unarmed attacks, and you can cause opponents to be shaken","You attack with the strength of a dragon, your telling blows striking fear into your enemies.

Prerequisites: Str 15, Improved Unarmed Strike, Dragon Style, Stunning Fist, Acrobatics 5 ranks.

Benefit: While using Dragon Style, increase your Strength bonus on unarmed strike damage rolls by an additional one-half your Strength bonus, to a total of double your Strength bonus on the first attack and 1–½ times your Strength bonus on other attacks. When you score a critical hit or a successful Stunning Fist attempt against an opponent while using this style, that opponent is also shaken for a number of rounds equal to 1d4 + your Strength bonus.

Special: Taking this feat allows you to qualify for the Elemental Fist feat (Advanced Player's Guide 158) even if you do not meet that feat's prerequisites. If you do not meet that feat's prerequisites, you must choose one of the damage types that feat offers, and you can use only that damage type with your Elemental Fist attacks until you meet the feat's normal prerequisites. A monk with this feat can use Elemental Fist as if he were a monk of the four winds (Advanced Player's Guide 112).",Ultimate Combat,"Combat,Style"
http://paizo.com/pathfinder/prd/ultimateCombat/ultimateCombatFeats.html#dragon-roar,Dragon Roar,"Dragon Style, Acrobatics 8 ranks","Gain +1 use of Stunning Fist per day, and you can emit a concussive roar","The spirit of the dragon wells up inside you and bursts forth in a mighty roar.

Prerequisites: Str 15, Improved Unarmed Strike, Dragon Style, Stunning Fist, Acrobatics 8 ranks.

Benefit: You gain one additional Stunning Fist attempt per day. While using Dragon Style, as a standard action you can expend two Stunning Fist attempts to unleash a concussive roar in a 15-foot cone. Creatures caught in the cone take your unarmed strike damage and become shaken for 1d4 rounds. A successful Will save (DC 10 + 1/2 your character level + your Wis modifier) reduces the damage by half and prevents a target from being shaken.

Special: If you have the Elemental Fist feat (Advanced Player's Guide 158), you can expend a daily use of that feat to deal your Elemental Fist damage to those caught in the cone. This damage is not halved even on a save.",Ultimate Combat,"Combat,Style"
../advancedClassGuide/feats.html#draining-strike,Draining Strike,"Dex 13, Wis 13, Improved Unarmed Strike, base attack bonus +8",Cause fatigue with unarmed strikes,"With a well-aimed strike, you cause your target to become fatigued or exhausted.

Prerequisites: Dex 13, Wis 13, Improved Unarmed Strike, base attack bonus +8.

Benefit: You must declare that you are using this feat before you make your attack roll (thus, a failed attack roll ruins the attempt). Draining Strike forces a foe that was damaged by your unarmed attack to attempt a Fortitude saving throw (DC = 10 + 1/2 your character level + your Wisdom modifier), in addition to dealing damage normally. An opponent who fails this saving throw is fatigued for 1 minute or until the foe is subject to any spell or effect that heals hit point damage. If you have a base attack bonus of +14 or higher, the target is exhausted for the same duration instead. You can attempt to use Draining Strike once per day for every 4 character levels you have, but you can use it no more than once per round. Constructs, incorporeal creatures, plants, undead, and creatures that are immune to critical hits cannot be affected by this ability.",Advanced Class Guide,Combat
http://paizo.com/pathfinder/prd/ultimateCombat/ultimateCombatFeats.html#earth-child-style,Earth Child Style,"Wis 13, Improved Unarmed Strike, Acrobatics 3 ranks, defensive training racial trait, dwarf or gnome",Defensive training AC increases to +6 against giants,"Your martial training makes you a dangerous and elusive target for giants.

Prerequisites: Wis 13, dwarf or gnome, defensive training racial trait, Improved Unarmed Strike, Acrobatics 3 ranks.

Benefit: While using this style, your defensive training dodge bonus to AC increases to +6. Further, against creatures of the giant subtype, you can add your Wisdom bonus on your unarmed strike damage rolls.",Ultimate Combat,"Combat,Style"
http://paizo.com/pathfinder/prd/ultimateCombat/ultimateCombatFeats.html#earth-child-topple,Earth Child Topple,"Earth Child Style, Improved Trip, Acrobatics 6 ranks",You may trip a giant of up to Huge size,"Your mastery of balance and momentum allows you to bring down giants with your bare hands.

Prerequisites: Wis 13, dwarf or gnome, defensive training racial trait, Earth Child Style, Improved Trip, Improved Unarmed Strike, Acrobatics 6 ranks.

Benefit: You can trip a creature of the giant subtype of up to Huge size. While using Earth Child Style, you add your Wisdom bonus on combat maneuver checks made to trip a creature of the giant subtype, as well as on attack rolls to confirm a critical hit against such a creature.

Normal: You can trip only those opponents that are one size category larger than you.",Ultimate Combat,"Combat,Style"
http://paizo.com/pathfinder/prd/ultimateCombat/ultimateCombatFeats.html#earth-child-binder,Earth Child Binder,"Earth Child Topple, Greater Trip, Stunning Fist, Acrobatics 9 ranks",You can trip a giant of any size. You use Stunning Fist after the attack of opportunity against a standing giant has hit,"Even the greatest giants fear your technique.

Prerequisites: Wis 13, dwarf or gnome, defensive training racial trait, Earth Child Style, Earth Child Topple, Greater Trip, Improved Trip, Improved Unarmed Strike, Stunning Fist, Acrobatics 9 ranks.

Benefit: You can trip a creature of the giant subtype no matter its size. While you are using Earth Child Style, when a prone creature of the giant subtype stands up and provokes an attack of opportunity from you, if you make an unarmed strike, you can declare you are making a Stunning Fist attempt after the attack hits. You gain a +4 bonus to the DC of any Stunning Fist effect you deliver in this way.

Normal: You can only trip opponents who are one size category larger than you.",Ultimate Combat,"Combat,Style"
../advancedPlayersGuide/advancedFeats.html#elemental-fist,Elemental Fist,"Con 13, Wis 13, Improved Unarmed Strike,  base attack bonus +8",Deal 1d6 energy damage with an unarmed strike,"You empower your strike with elemental energy

Prerequisites: Con 13, Wis 13, Improved Unarmed Strike, base attack bonus +8.

Benefit: When you use Elemental Strike pick one of the following energy types: acid, cold, electricity, or fire. On a successful hit, the attack deals damage normally plus 1d6 points of damage of the chosen type. You must declare that you are using this feat before you make your attack roll (thus a failed attack roll ruins the attempt). You may attempt an elemental fist attack once per day for every four levels you have attained (see Special), and no more than once per round.

Special: A monk of the four winds receives Elemental Fist as a bonus feat at 1st level, even if he does not meet the prerequisites. A monk may attempt an Elemental Fist attack a number of times per day equal to his monk level, plus one more time per day for every four levels he has in classes other than monk.",Advanced Player's Guide,Combat
http://paizo.com/pathfinder/prd/ultimateCombat/ultimateCombatFeats.html#djinni-style,Djinni Style,"Con 13, Wis 15, Elemental Fist, base attack bonus +9 or monk level 5th",Gain 1 additional use of Elemental Fist per day and bonus to electricity damage,"Your hands sheathed in an auras of lightning, you move like the wind.

Prerequisites: Con 13, Wis 15, Elemental Fist**, Improved Unarmed Strike, base attack bonus +9 or monk level 5th.

Benefit: You gain one additional Elemental Fist (Advanced Player's Guide 158) attempt per day. While you are in this style you must use Elemental Fist to deal electricity damage and you gain a bonus on electricity damage rolls equal to your Wisdom bonus. Further, while you are using this style and have remaining Elemental Fist attempts, you also gain a +2 dodge bonus to Armor Class against attacks of opportunity. A condition that makes you lose your Dexterity bonus to AC also makes you lose this dodge bonus.",Ultimate Combat,"Combat,Style"
http://paizo.com/pathfinder/prd/ultimateCombat/ultimateCombatFeats.html#djinni-spirit,Djinni Spirit,"Con 15, Djinni Style, base attack bonus +11 or monk level 9th","Gain 1 additional use of Elemental Fistper day, and electricity resistance","By calling upon the spirits of storms, you can manipulate lightning to protect yourself and buffet your enemies with peals of thunder.

Prerequisites: Con 15, Wis 15, Djinni Style, Elemental Fist**, Improved Unarmed Strike, base attack bonus +11 or monk level 9th.

Benefit: You gain one additional Elemental Fist (Advanced Player's Guide 158) attempt per day. While using Djinni Style, you gain electricity resistance equal to your base attack bonus or monk level, whichever is higher. While denied your Dexterity bonus to AC you are also denied this resistance. Creatures that take electricity damage from your Elemental Fist attack must succeed at a Fortitude save (DC 10 + 1/2 your character level + your Wis modifier) or be deafened for 1d4 rounds. Those who take damage from your Djinni Spin are deafened, even on a successful saving throw.",Ultimate Combat,"Combat,Style"
